Country,Code,Calling Code,Density(km2),Year,CO2 emission (Tons),Population(2022),Area,% of World
Lithuania,LT,370,42/km²,1896,5.50118e+06,2750055,65300,0.00%
Lithuania,LT,370,42/km²,1897,6.03041e+06,2750055,65300,0.00%
Lithuania,LT,370,42/km²,1898,6.62396e+06,2750055,65300,0.00%
Lithuania,LT,370,42/km²,1899,7.31252e+06,2750055,65300,0.00%
Lithuania,LT,370,42/km²,1900,8.09254e+06,2750055,65300,0.00%
Lithuania,LT,370,42/km²,1901,8.89333e+06,2750055,65300,0.00%
Lithuania,LT,370,42/km²,1902,9.66677e+06,2750055,65300,0.00%
Lithuania,LT,370,42/km²,1903,1.04233e+07,2750055,65300,0.00%
Lithuania,LT,370,42/km²,1904,1.12651e+07,2750055,65300,0.00%
Lithuania,LT,370,42/km²,1905,1.20164e+07,2750055,65300,0.00%
Lithuania,LT,370,42/km²,1906,1.28735e+07,2750055,65300,0.00%
Lithuania,LT,370,42/km²,1907,1.38334e+07,2750055,65300,0.00%
Lithuania,LT,370,42/km²,1908,1.47992e+07,2750055,65300,0.00%
Lithuania,LT,370,42/km²,1909,1.58188e+07,2750055,65300,0.00%
Lithuania,LT,370,42/km²,1910,1.68187e+07,2750055,65300,0.00%
Lithuania,LT,370,42/km²,1911,1.78553e+07,2750055,65300,0.00%
Lithuania,LT,370,42/km²,1912,1.90296e+07,2750055,65300,0.00%
Lithuania,LT,370,42/km²,1913,2.03053e+07,2750055,65300,0.00%
Lithuania,LT,370,42/km²,1914,2.14566e+07,2750055,65300,0.00%
Lithuania,LT,370,42/km²,1915,2.25133e+07,2750055,65300,0.00%
Lithuania,LT,370,42/km²,1916,2.36396e+07,2750055,65300,0.00%
Lithuania,LT,370,42/km²,1917,2.46762e+07,2750055,65300,0.00%
Lithuania,LT,370,42/km²,1918,2.50896e+07,2750055,65300,0.00%
Lithuania,LT,370,42/km²,1919,2.54427e+07,2750055,65300,0.00%
Lithuania,LT,370,42/km²,1920,2.57646e+07,2750055,65300,0.00%
Lithuania,LT,370,42/km²,1921,2.61138e+07,2750055,65300,0.00%
Lithuania,LT,370,42/km²,1922,2.65397e+07,2750055,65300,0.00%
Lithuania,LT,370,42/km²,1923,2.70101e+07,2750055,65300,0.00%
Lithuania,LT,370,42/km²,1924,2.75706e+07,2750055,65300,0.00%
Lithuania,LT,370,42/km²,1925,2.81237e+07,2750055,65300,0.00%
Lithuania,LT,370,42/km²,1926,2.89252e+07,2750055,65300,0.00%
Lithuania,LT,370,42/km²,1927,2.99216e+07,2750055,65300,0.00%
Lithuania,LT,370,42/km²,1928,3.1019e+07,2750055,65300,0.00%
Lithuania,LT,370,42/km²,1929,3.22016e+07,2750055,65300,0.00%
Lithuania,LT,370,42/km²,1930,3.3816e+07,2750055,65300,0.00%
Lithuania,LT,370,42/km²,1931,3.57564e+07,2750055,65300,0.00%
Lithuania,LT,370,42/km²,1932,3.79392e+07,2750055,65300,0.00%
Lithuania,LT,370,42/km²,1933,4.03803e+07,2750055,65300,0.00%
Lithuania,LT,370,42/km²,1934,4.33306e+07,2750055,65300,0.00%
Lithuania,LT,370,42/km²,1935,4.66658e+07,2750055,65300,0.00%
Lithuania,LT,370,42/km²,1936,5.04846e+07,2750055,65300,0.00%
Lithuania,LT,370,42/km²,1937,5.4393e+07,2750055,65300,0.00%
Lithuania,LT,370,42/km²,1938,5.85187e+07,2750055,65300,0.00%
Lithuania,LT,370,42/km²,1939,6.26951e+07,2750055,65300,0.00%
Lithuania,LT,370,42/km²,1940,6.77002e+07,2750055,65300,0.00%
Lithuania,LT,370,42/km²,1941,7.20999e+07,2750055,65300,0.00%
Lithuania,LT,370,42/km²,1942,7.45078e+07,2750055,65300,0.00%
Lithuania,LT,370,42/km²,1943,7.70208e+07,2750055,65300,0.00%
Lithuania,LT,370,42/km²,1944,8.06652e+07,2750055,65300,0.00%
Lithuania,LT,370,42/km²,1945,8.45091e+07,2750055,65300,0.00%
Lithuania,LT,370,42/km²,1946,8.8819e+07,2750055,65300,0.00%
Lithuania,LT,370,42/km²,1947,9.40039e+07,2750055,65300,0.00%
Lithuania,LT,370,42/km²,1948,9.95127e+07,2750055,65300,0.00%
Lithuania,LT,370,42/km²,1949,1.05773e+08,2750055,65300,0.00%
Lithuania,LT,370,42/km²,1950,1.12741e+08,2750055,65300,0.00%
Lithuania,LT,370,42/km²,1951,1.20285e+08,2750055,65300,0.00%
Lithuania,LT,370,42/km²,1952,1.28365e+08,2750055,65300,0.00%
Lithuania,LT,370,42/km²,1953,1.36912e+08,2750055,65300,0.00%
Lithuania,LT,370,42/km²,1954,1.46239e+08,2750055,65300,0.00%
Lithuania,LT,370,42/km²,1955,1.56816e+08,2750055,65300,0.00%
Lithuania,LT,370,42/km²,1956,1.68424e+08,2750055,65300,0.00%
Lithuania,LT,370,42/km²,1957,1.81128e+08,2750055,65300,0.00%
Lithuania,LT,370,42/km²,1958,1.94692e+08,2750055,65300,0.00%
Lithuania,LT,370,42/km²,1959,2.08951e+08,2750055,65300,0.00%
Lithuania,LT,370,42/km²,1960,2.23797e+08,2750055,65300,0.00%
Lithuania,LT,370,42/km²,1961,2.39118e+08,2750055,65300,0.00%
Lithuania,LT,370,42/km²,1962,2.55216e+08,2750055,65300,0.00%
Lithuania,LT,370,42/km²,1963,2.72496e+08,2750055,65300,0.00%
Lithuania,LT,370,42/km²,1964,2.90882e+08,2750055,65300,0.00%
Lithuania,LT,370,42/km²,1965,3.10387e+08,2750055,65300,0.00%
Lithuania,LT,370,42/km²,1966,3.3099e+08,2750055,65300,0.00%
Lithuania,LT,370,42/km²,1967,3.52555e+08,2750055,65300,0.00%
Lithuania,LT,370,42/km²,1968,3.74749e+08,2750055,65300,0.00%
Lithuania,LT,370,42/km²,1969,3.9788e+08,2750055,65300,0.00%
Lithuania,LT,370,42/km²,1970,4.22219e+08,2750055,65300,0.00%
Lithuania,LT,370,42/km²,1971,4.48099e+08,2750055,65300,0.00%
Lithuania,LT,370,42/km²,1972,4.7538e+08,2750055,65300,0.00%
Lithuania,LT,370,42/km²,1973,5.03871e+08,2750055,65300,0.00%
Lithuania,LT,370,42/km²,1974,5.33509e+08,2750055,65300,0.00%
Lithuania,LT,370,42/km²,1975,5.64712e+08,2750055,65300,0.00%
Lithuania,LT,370,42/km²,1976,5.97135e+08,2750055,65300,0.00%
Lithuania,LT,370,42/km²,1977,6.3069e+08,2750055,65300,0.00%
Lithuania,LT,370,42/km²,1978,6.65439e+08,2750055,65300,0.00%
Lithuania,LT,370,42/km²,1979,7.00484e+08,2750055,65300,0.00%
Lithuania,LT,370,42/km²,1980,7.36917e+08,2750055,65300,0.00%
Lithuania,LT,370,42/km²,1981,7.72731e+08,2750055,65300,0.00%
Lithuania,LT,370,42/km²,1982,8.09231e+08,2750055,65300,0.00%
Lithuania,LT,370,42/km²,1983,8.4629e+08,2750055,65300,0.00%
Lithuania,LT,370,42/km²,1984,8.83705e+08,2750055,65300,0.00%
Lithuania,LT,370,42/km²,1985,9.24017e+08,2750055,65300,0.00%
Lithuania,LT,370,42/km²,1986,9.59912e+08,2750055,65300,0.00%
Lithuania,LT,370,42/km²,1987,9.9588e+08,2750055,65300,0.00%
Lithuania,LT,370,42/km²,1988,1.03214e+09,2750055,65300,0.00%
Lithuania,LT,370,42/km²,1989,1.06879e+09,2750055,65300,0.00%
Lithuania,LT,370,42/km²,1990,1.10456e+09,2750055,65300,0.00%
Lithuania,LT,370,42/km²,1991,1.14241e+09,2750055,65300,0.00%
Lithuania,LT,370,42/km²,1992,1.16361e+09,2750055,65300,0.00%
Lithuania,LT,370,42/km²,1993,1.17996e+09,2750055,65300,0.00%
Lithuania,LT,370,42/km²,1994,1.19576e+09,2750055,65300,0.00%
Lithuania,LT,370,42/km²,1995,1.21086e+09,2750055,65300,0.00%
Lithuania,LT,370,42/km²,1996,1.22663e+09,2750055,65300,0.00%
Lithuania,LT,370,42/km²,1997,1.24182e+09,2750055,65300,0.00%
Lithuania,LT,370,42/km²,1998,1.25786e+09,2750055,65300,0.00%
Lithuania,LT,370,42/km²,1999,1.27134e+09,2750055,65300,0.00%
Lithuania,LT,370,42/km²,2000,1.28321e+09,2750055,65300,0.00%
Lithuania,LT,370,42/km²,2001,1.29584e+09,2750055,65300,0.00%
Lithuania,LT,370,42/km²,2002,1.30854e+09,2750055,65300,0.00%
Lithuania,LT,370,42/km²,2003,1.32123e+09,2750055,65300,0.00%
Lithuania,LT,370,42/km²,2004,1.33452e+09,2750055,65300,0.00%
Lithuania,LT,370,42/km²,2005,1.34864e+09,2750055,65300,0.00%
Lithuania,LT,370,42/km²,2006,1.36307e+09,2750055,65300,0.00%
Lithuania,LT,370,42/km²,2007,1.3789e+09,2750055,65300,0.00%
Lithuania,LT,370,42/km²,2008,1.3941e+09,2750055,65300,0.00%
Lithuania,LT,370,42/km²,2009,1.40714e+09,2750055,65300,0.00%
Lithuania,LT,370,42/km²,2010,1.42109e+09,2750055,65300,0.00%
Lithuania,LT,370,42/km²,2011,1.43538e+09,2750055,65300,0.00%
Lithuania,LT,370,42/km²,2012,1.44972e+09,2750055,65300,0.00%
Lithuania,LT,370,42/km²,2013,1.46308e+09,2750055,65300,0.00%
Lithuania,LT,370,42/km²,2014,1.47619e+09,2750055,65300,0.00%
Lithuania,LT,370,42/km²,2015,1.48951e+09,2750055,65300,0.00%
Lithuania,LT,370,42/km²,2016,1.50286e+09,2750055,65300,0.00%
Lithuania,LT,370,42/km²,2017,1.51643e+09,2750055,65300,0.00%
Lithuania,LT,370,42/km²,2018,1.53012e+09,2750055,65300,0.00%
Lithuania,LT,370,42/km²,2019,1.54405e+09,2750055,65300,0.00%
Lithuania,LT,370,42/km²,2020,1.55785e+09,2750055,65300,0.00%
Luxembourg,LU,352,250/km²,1750,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1751,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1752,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1753,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1754,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1755,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1756,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1757,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1758,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1759,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1760,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1761,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1762,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1763,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1764,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1765,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1766,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1767,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1768,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1769,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1770,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1771,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1772,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1773,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1774,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1775,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1776,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1777,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1778,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1779,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1780,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1781,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1782,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1783,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1784,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1785,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1786,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1787,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1788,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1789,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1790,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1791,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1792,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1793,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1794,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1795,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1796,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1797,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1798,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1799,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1800,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1801,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1802,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1803,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1804,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1805,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1806,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1807,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1808,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1809,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1810,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1811,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1812,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1813,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1814,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1815,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1816,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1817,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1818,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1819,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1820,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1821,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1822,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1823,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1824,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1825,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1826,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1827,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1828,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1829,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1830,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1831,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1832,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1833,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1834,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1835,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1836,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1837,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1838,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1839,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1840,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1841,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1842,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1843,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1844,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1845,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1846,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1847,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1848,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1849,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1850,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1851,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1852,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1853,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1854,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1855,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1856,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1857,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1858,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1859,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1860,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1861,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1862,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1863,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1864,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1865,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1866,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1867,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1868,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1869,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1870,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1871,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1872,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1873,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1874,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1875,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1876,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1877,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1878,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1879,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1880,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1881,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1882,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1883,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1884,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1885,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1886,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1887,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1888,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1889,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1890,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1891,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1892,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1893,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1894,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1895,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1896,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1897,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1898,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1899,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1900,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1901,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1902,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1903,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1904,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1905,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1906,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1907,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1908,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1909,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1910,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1911,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1912,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1913,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1914,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1915,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1916,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1917,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1918,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1919,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1920,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1921,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1922,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1923,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1924,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1925,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1926,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1927,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1928,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1929,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1930,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1931,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1932,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1933,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1934,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1935,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1936,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1937,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1938,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1939,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1940,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1941,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1942,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1943,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1944,0,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1945,25440,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1946,61783,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1947,105394,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1948,156274,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1949,214423,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1950,7.63349e+06,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1951,1.66427e+07,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1952,2.60441e+07,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1953,3.46979e+07,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1954,4.34799e+07,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1955,5.33647e+07,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1956,6.37332e+07,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1957,7.45705e+07,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1958,8.46567e+07,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1959,9.50764e+07,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1960,1.06584e+08,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1961,1.18165e+08,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1962,1.29706e+08,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1963,1.41144e+08,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1964,1.5344e+08,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1965,1.65632e+08,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1966,1.77243e+08,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1967,1.88593e+08,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1968,2.00852e+08,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1969,2.14034e+08,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1970,2.2777e+08,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1971,2.40964e+08,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1972,2.54457e+08,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1973,2.68632e+08,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1974,2.83056e+08,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1975,2.9492e+08,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1976,3.06782e+08,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1977,3.17736e+08,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1978,3.29617e+08,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1979,3.41779e+08,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1980,3.52853e+08,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1981,3.62339e+08,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1982,3.71263e+08,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1983,3.79627e+08,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1984,3.88631e+08,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1985,3.97868e+08,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1986,4.06979e+08,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1987,4.15791e+08,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1988,4.24891e+08,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1989,4.34737e+08,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1990,4.46561e+08,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1991,4.59004e+08,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1992,4.71213e+08,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1993,4.83568e+08,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1994,4.95111e+08,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1995,5.04262e+08,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1996,5.13464e+08,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1997,5.22018e+08,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1998,5.29694e+08,647599,2586,0.00%
Luxembourg,LU,352,250/km²,1999,5.37822e+08,647599,2586,0.00%
Luxembourg,LU,352,250/km²,2000,5.46532e+08,647599,2586,0.00%
Luxembourg,LU,352,250/km²,2001,5.55739e+08,647599,2586,0.00%
Luxembourg,LU,352,250/km²,2002,5.65723e+08,647599,2586,0.00%
Luxembourg,LU,352,250/km²,2003,5.76182e+08,647599,2586,0.00%
Luxembourg,LU,352,250/km²,2004,5.8801e+08,647599,2586,0.00%
Luxembourg,LU,352,250/km²,2005,6.00097e+08,647599,2586,0.00%
Luxembourg,LU,352,250/km²,2006,6.12017e+08,647599,2586,0.00%
Luxembourg,LU,352,250/km²,2007,6.23334e+08,647599,2586,0.00%
Luxembourg,LU,352,250/km²,2008,6.34518e+08,647599,2586,0.00%
Luxembourg,LU,352,250/km²,2009,6.45156e+08,647599,2586,0.00%
Luxembourg,LU,352,250/km²,2010,6.56363e+08,647599,2586,0.00%
Luxembourg,LU,352,250/km²,2011,6.67466e+08,647599,2586,0.00%
Luxembourg,LU,352,250/km²,2012,6.78332e+08,647599,2586,0.00%
